,id,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,vl_total_tancagem,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,fl_optante_simples,qt_art,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,vl_total_tancagem_grupo,vl_total_veiculos_antt_grupo,vl_potenc_cons_oleo_gas,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,de_indicador_telefone,fl_simples_irregular,vl_frota,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,qt_socios_st_suspensa,qt_socios_masculino,qt_socios_feminino,qt_socios_pep,qt_alteracao_socio_total,qt_alteracao_socio_90d,qt_alteracao_socio_180d,qt_alteracao_socio_365d,qt_socios_pj_ativos,qt_socios_pj_nulos,qt_socios_pj_baixados,qt_socios_pj_suspensos,qt_socios_pj_inaptos,vl_idade_media_socios_pj,vl_idade_maxima_socios_pj,vl_idade_minima_socios_pj,qt_coligados,qt_socios_coligados,qt_coligados_matriz,qt_coligados_ativo,qt_coligados_baixada,qt_coligados_inapta,qt_coligados_suspensa,qt_coligados_nula,idade_media_coligadas,idade_maxima_coligadas,idade_minima_coligadas,coligada_mais_nova_ativa,coligada_mais_antiga_ativa,idade_media_coligadas_ativas,coligada_mais_nova_baixada,coligada_mais_antiga_baixada,idade_media_coligadas_baixadas,qt_coligados_sa,qt_coligados_me,qt_coligados_mei,qt_coligados_ltda,qt_coligados_epp,qt_coligados_norte,qt_coligados_sul,qt_coligados_nordeste,qt_coligados_centro,qt_coligados_sudeste,qt_coligados_exterior,qt_ufs_coligados,qt_regioes_coligados,qt_ramos_coligados,qt_coligados_industria,qt_coligados_agropecuaria,qt_coligados_comercio,qt_coligados_serviÃ§o,qt_coligados_ccivil,qt_funcionarios_coligados,qt_funcionarios_coligados_gp,media_funcionarios_coligados_gp,max_funcionarios_coligados_gp,min_funcionarios_coligados_gp,vl_folha_coligados,media_vl_folha_coligados,max_vl_folha_coligados,min_vl_folha_coligados,vl_folha_coligados_gp,media_vl_folha_coligados_gp,max_vl_folha_coligados_gp,min_vl_folha_coligados_gp,faturamento_est_coligados,media_faturamento_est_coligados,max_faturamento_est_coligados,min_faturamento_est_coligados,faturamento_est_coligados_gp,media_faturamento_est_coligados_gp,max_faturamento_est_coligados_gp,min_faturamento_est_coligados_gp,total_filiais_coligados,media_filiais_coligados,max_filiais_coligados,min_filiais_coligados,qt_coligados_atividade_alto,qt_coligados_atividade_medio,qt_coligados_atividade_baixo,qt_coligados_atividade_mt_baixo,qt_coligados_atividade_inativo,qt_coligadas,sum_faturamento_estimado_coligadas,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_ex_funcionarios,qt_funcionarios_grupo,percent_func_genero_masc,percent_func_genero_fem,idade_ate_18,idade_de_19_a_23,idade_de_24_a_28,idade_de_29_a_33,idade_de_34_a_38,idade_de_39_a_43,idade_de_44_a_48,idade_de_49_a_53,idade_de_54_a_58,idade_acima_de_58,grau_instrucao_macro_analfabeto,grau_instrucao_macro_escolaridade_fundamental,grau_instrucao_macro_escolaridade_media,grau_instrucao_macro_escolaridade_superior,grau_instrucao_macro_desconhecido,total,meses_ultima_contratacaco,qt_admitidos_12meses,qt_desligados_12meses,qt_desligados,qt_admitidos,media_meses_servicos_all,max_meses_servicos_all,min_meses_servicos_all,media_meses_servicos,max_meses_servicos,min_meses_servicos,qt_funcionarios,qt_funcionarios_12meses,qt_funcionarios_24meses,tx_crescimento_12meses,tx_crescimento_24meses,tx_rotatividade,qt_filiais
119,2f505e18c200f48e3e358568c89a1d9d2067a54885777be41aac59d4de84daca,TRUE,EMPRESARIO INDIVIDUAL,PI,OUTROS,COMERCIO VAREJISTA,COMERCIO,9.890410959,5 a 10,FALSE,TRUE,FALSE,FALSE,FALSE,2008-12-09,FALSE,TRUE,TRUE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,FALSE,,0,0,,,,FALSE,PI,AZUL,ACIMA DE 1 ANO,23,MEDIA,,FALSE,,321.35,SUDESTE PIAUIENSE,ALTO MEDIO CANINDE,FALSE,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
120,56350c41962cfc845300fe4058535eecadd5273f9ad5010f506cc11be287a276,FALSE,EMPRESARIO INDIVIDUAL,PI,OUTROS,COMERCIO VAREJISTA,COMERCIO,4.054794521,1 a 5,FALSE,FALSE,FALSE,FALSE,FALSE,2014-10-09,FALSE,FALSE,TRUE,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,FALSE,PI,VERDE,ACIMA DE 1 ANO,22,MEDIA,,FALSE,,822.94,NORTE PIAUIENSE,BAIXO PARNAIBA PIAUIENSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 1.500.000,01 A R$ 4.800.000,00",185457.6,1669118.4,1,9,0,100,,,1,,,,,,,,,,1,,,1,21.13333333,0,1,1,2,28.81666667,42.5,15.13333333,42.5,42.5,42.5,1,2,1,-50,0,0,3
121,e41515b01fa5376e40a35ef6f96fa457444b0fec005f3c31508080cfec545e48,TRUE,EMPRESARIO INDIVIDUAL,RN,OUTROS,COMERCIO VAREJISTA,COMERCIO,1.394520548,1 a 5,FALSE,FALSE,FALSE,TRUE,FALSE,2017-06-06,FALSE,FALSE,TRUE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,,,0,0,,,,,RN,CINZA,ATE 1 ANO,9,MEDIA,,FALSE,,624.93,OESTE POTIGUAR,PAU DOS FERROS,FALSE,1,1,0,24,24,24,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122,60a79775c78290c612464e9819d82cfdc20983ec7392757d64d784d8a81c4d0e,TRUE,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,9.287671233,5 a 10,FALSE,FALSE,FALSE,FALSE,FALSE,2009-07-17,FALSE,TRUE,TRUE,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,TRUE,,,1,0,TRUE,8,0,1,,,,FALSE,AM,AZUL,ACIMA DE 1 ANO,24,ALTA,BOA,FALSE,18859,3182.32,CENTRO AMAZONENSE,MANAUS,TRUE,2,2,0,29.5,42,17,2,,2,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,368.2666667,368.2666667,368.2666667,368.2666667,368.2666667,368.2666667,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,48,48,48,48,48,2905502.5,2905502.5,2905502.5,2905502.5,2905502.5,2905502.5,2905502.5,2905502.5,5811005,5811005,5811005,5811005,5811005,5811005,5811005,5811005,,,,,0,0,0,0,0,1,5811005,"DE R$ 360.000,01 A R$ 1.500.000,00","DE R$ 1.500.000,01 A R$ 4.800.000,00",927288,2250033.5,64,11,40,60,,1,2,2,,,,,,,,,3,2,,5,16.13333333,0,1,64,69,13.27584541,87.46666667,0.5,45.62666667,87.46666667,23,5,8,24,-37.5,-79.16666667,18.18181818,5
123,d02ca50913607dd2f6e3c514a42cb69179b3f0d9631f73ea3ac7dc071128f5ee,TRUE,EMPRESARIO INDIVIDUAL,RO,OUTROS,COMERCIO VAREJISTA,COMERCIO,23.04383562,> 20,FALSE,FALSE,FALSE,FALSE,FALSE,2005-09-30,FALSE,FALSE,TRUE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,FALSE,RO,VERDE,ACIMA DE 1 ANO,24,ALTA,,FALSE,,2323.03,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 360.000,01 A R$ 1.500.000,00","DE R$ 360.000,01 A R$ 1.500.000,00",1483660.8,1483660.8,14,8,62.5,37.5,,2,3,,,2,,1,,,,1,6,1,,8,6.966666667,2,1,14,22,61.09848485,163.2333333,6.966666667,82.42916667,163.2333333,6.966666667,8,7,10,14.28571429,-20,13.33333333,0
124,4f18ae9b1ac22584f4d779b1487a26089057536f72191a2bb7fa0d2d789b1c41,TRUE,EMPRESARIO INDIVIDUAL,PI,OUTROS,COMERCIO VAREJISTA,COMERCIO,5.268493151,5 a 10,FALSE,FALSE,FALSE,FALSE,FALSE,2013-07-23,FALSE,FALSE,TRUE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,FALSE,PI,AMARELO,ACIMA DE 1 ANO,27,BAIXA,,FALSE,,689.91,SUDESTE PIAUIENSE,ALTO MEDIO CANINDE,FALSE,1,1,0,39,39,39,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
125,9efb64d9016489022eb06941a8a989c3382d21266a60f48fcef5d871d25e6d45,TRUE,EMPRESARIO INDIVIDUAL,AM,OUTROS,BENS DE CONSUMO,INDUSTRIA,3.536986301,1 a 5,FALSE,FALSE,FALSE,TRUE,FALSE,2015-04-16,FALSE,FALSE,TRUE,SIM,FABRICACAO DE PRODUTOS ALIMENTICIOS,INDUSTRIAS DE TRANSFORMACAO,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,TRUE,AM,AMARELO,ACIMA DE 1 ANO,22,MEDIA,,FALSE,,1067.01,CENTRO AMAZONENSE,MANAUS,TRUE,1,1,0,49,49,49,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
126,72bd30d7a96f84904e493135bd4c0f9c31bc3944f5c35c54111f82ba021851b1,TRUE,EMPRESARIO INDIVIDUAL,RN,OUTROS,COMERCIO VAREJISTA,COMERCIO,16.88219178,15 a 20,FALSE,FALSE,FALSE,FALSE,FALSE,2005-11-03,FALSE,FALSE,FALSE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,FALSE,,0,0,,,,FALSE,RN,AMARELO,ACIMA DE 1 ANO,23,MEDIA,,FALSE,,742.45,LESTE POTIGUAR,LITORAL SUL,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
127,790c5fd499a073463497259d2ccb4ab40456bb7daf5f22a2c7242d130fa05b24,TRUE,EMPRESARIO INDIVIDUAL,RN,OUTROS,COMERCIO VAREJISTA,COMERCIO,0.9561643836,<= 1,FALSE,FALSE,FALSE,TRUE,FALSE,2017-11-13,FALSE,TRUE,TRUE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,,,0,0,,,,,RN,CINZA,ATE 1 ANO,8,MEDIA,,FALSE,,1291.16,LESTE POTIGUAR,LITORAL SUL,FALSE,1,1,0,38,38,38,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
128,0ec95a8306041a7efdfa274f378fe7e073a12ef54327b527fc37aab71279b225,TRUE,EMPRESARIO INDIVIDUAL,RO,OUTROS,COMERCIO VAREJISTA,COMERCIO,3.476712329,1 a 5,FALSE,FALSE,FALSE,TRUE,FALSE,2015-05-08,FALSE,TRUE,TRUE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,TRUE,RO,AMARELO,ACIMA DE 1 ANO,24,BAIXA,,FALSE,,942.84,,,FALSE,1,1,0,42,42,42,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
129,5dfb478a5de80d0ec16009f7737321442a6a5484beb809208ebb36ab30858b53,TRUE,EMPRESARIO INDIVIDUAL,PI,OUTROS,COMERCIO VAREJISTA,COMERCIO,8.720547945,5 a 10,FALSE,FALSE,FALSE,TRUE,FALSE,2010-02-09,FALSE,TRUE,TRUE,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,FALSE,PI,AZUL,ACIMA DE 1 ANO,23,BAIXA,,FALSE,,1337.64,CENTRO NORTE PIAUIENSE,TERESINA,FALSE,1,1,0,37,37,37,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,2,0,,,,,,,,,,,,,,,,,,,59.7,0,0,2,2,4.533333333,6.033333333,3.033333333,,,,0,0,0,,,0,0
130,d66dc4f0c072fc982135d83d7e93f47ccdbaec3ba12d76510b9398cac23e4246,TRUE,EMPRESARIO INDIVIDUAL,PI,OUTROS,COMERCIO VAREJISTA,COMERCIO,25.92054795,> 20,FALSE,FALSE,FALSE,FALSE,FALSE,2005-11-03,FALSE,TRUE,TRUE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,TRUE,PI,AZUL,ACIMA DE 1 ANO,23,MEDIA,,FALSE,,485.42,CENTRO NORTE PIAUIENSE,CAMPO MAIOR,FALSE,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
131,1e268dd48c5677f0c49a885fdfd66a47bc737678964f5df2e363982567829c00,TRUE,EMPRESARIO INDIVIDUAL,MA,OUTROS,BENS DE CONSUMO,INDUSTRIA,2.520547945,1 a 5,FALSE,FALSE,FALSE,TRUE,FALSE,2016-04-21,FALSE,TRUE,TRUE,SIM,FABRICACAO DE MOVEIS,INDUSTRIAS DE TRANSFORMACAO,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,TRUE,MA,VERDE,ACIMA DE 1 ANO,27,MEDIA,,FALSE,,594.59,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,TRUE,1,1,0,32,32,32,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
132,87646a578580420c5d7d44e75ead153249af0d09fa809172543b4a18b974afbd,FALSE,EMPRESARIO INDIVIDUAL,RN,OUTROS,COMERCIO VAREJISTA,COMERCIO,13.0739726,10 a 15,FALSE,FALSE,FALSE,FALSE,FALSE,2005-10-04,FALSE,TRUE,TRUE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,FALSE,RN,VERDE,ACIMA DE 1 ANO,22,ALTA,,FALSE,,1421.99,OESTE POTIGUAR,MOSSORO,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 360.000,01 A R$ 1.500.000,00",210000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
133,2be489bf8b056c634f8bfd2367d09608b4421e5911fc12b8be9dc3f0b5511eaa,TRUE,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,3.794520548,1 a 5,FALSE,FALSE,FALSE,FALSE,FALSE,2015-01-12,FALSE,TRUE,TRUE,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,FALSE,,0,0,,,,FALSE,MA,AMARELO,ACIMA DE 1 ANO,23,MEDIA,,FALSE,,582.58,NORTE MARANHENSE,LITORAL OCIDENTAL MARANHENSE,FALSE,2,2,0,50,50,50,1,,1,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,37.63333333,37.63333333,37.63333333,37.63333333,37.63333333,37.63333333,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,210000,210000,210000,210000,210000,210000,210000,210000,,,,,0,0,0,0,0,1,210000,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
134,3e6acc1972e3a01e300a2da3ab6d40045757190ca3de97448dac68cc3d6ee3a5,TRUE,EMPRESARIO INDIVIDUAL,MA,OUTROS,COMERCIO VAREJISTA,COMERCIO,7.380821918,5 a 10,FALSE,FALSE,FALSE,TRUE,FALSE,2011-06-13,FALSE,FALSE,FALSE,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,TRUE,,,1,0,TRUE,,0,1,,,,TRUE,MA,VERDE,ACIMA DE 1 ANO,26,MEDIA,,FALSE,,386.9,OESTE MARANHENSE,IMPERATRIZ,FALSE,1,1,0,57,57,57,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
135,4a79769897cec9e8c6effbdda1739fa7c8bb749fac021332a7c25b25be4f0526,TRUE,EMPRESARIO INDIVIDUAL,AM,OUTROS,COMERCIO VAREJISTA,COMERCIO,0.2,<= 1,FALSE,FALSE,FALSE,TRUE,FALSE,2018-08-16,FALSE,TRUE,TRUE,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,,,0,0,,,,,AM,,,,ALTA,,FALSE,,,CENTRO AMAZONENSE,MANAUS,TRUE,1,1,0,27,27,27,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
136,f40aa07daceb4f3f18d3091819d88540b9032a11cb4696063bc9cdb7e35f79e0,TRUE,EMPRESARIO INDIVIDUAL,AM,OUTROS,COMERCIO VAREJISTA,COMERCIO,29.00273973,> 20,FALSE,FALSE,FALSE,FALSE,FALSE,2010-05-15,FALSE,FALSE,FALSE,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,FALSE,,0,0,,,,FALSE,AM,AMARELO,ACIMA DE 1 ANO,48,MEDIA,,FALSE,,,CENTRO AMAZONENSE,MANAUS,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
137,984c02768b5da8f8fd0300e1dade95e4b0371e5f30c6a53438e5a9c3e0de3d6e,TRUE,EMPRESARIO INDIVIDUAL,MA,OUTROS,COMERCIO VAREJISTA,COMERCIO,0.6273972603,<= 1,FALSE,FALSE,FALSE,TRUE,FALSE,2018-03-13,FALSE,FALSE,TRUE,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,FALSE,FALSE,FALSE,,,,,,,0,0,,,,,MA,CINZA,SEM INFORMACAO,,BAIXA,,FALSE,,560.28,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,FALSE,1,1,0,35,35,35,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
138,0c7fc91f2a93428c54775ca70662b2727d1af510e4e43b61f221504bb5aaa271,TRUE,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,AM,OUTROS,BENS DE CONSUMO,SERVIÃO,18.88219178,15 a 20,FALSE,FALSE,FALSE,FALSE,FALSE,2005-11-03,FALSE,FALSE,TRUE,SIM,MANUTENCAO REPARACAO E INSTALACAO DE MAQUINAS E EQUIPAMENTOS,INDUSTRIAS DE TRANSFORMACAO,FALSE,FALSE,TRUE,,,6,0,FALSE,,0,6,,,,FALSE,AM,VERDE,ACIMA DE 1 ANO,48,ALTA,,FALSE,214064,1001.62,CENTRO AMAZONENSE,MANAUS,TRUE,1,1,0,56,56,56,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 360.000,01 A R$ 1.500.000,00","DE R$ 360.000,01 A R$ 1.500.000,00",566676,566676,34,5,80,20,,,1,2,2,,,,,,,,5,,,5,13.76666667,0,1,34,39,25.01111111,95.23333333,0.2333333333,50.87333333,95.23333333,13.76666667,5,6,10,-16.66666667,-50,18.18181818,0
139,8c2b10f81073927410b5e86f81090df3aebfcbe159cb24cf2ee026e411e11330,TRUE,EMPRESARIO INDIVIDUAL,RN,OUTROS,BENS DE CONSUMO,INDUSTRIA,2.142465753,1 a 5,FALSE,FALSE,FALSE,TRUE,FALSE,2016-09-06,FALSE,TRUE,TRUE,SIM,FABRICACAO DE MOVEIS,INDUSTRIAS DE TRANSFORMACAO,FALSE,FALSE,FALSE,,,,,TRUE,,0,0,,,,FALSE,RN,VERDE,ACIMA DE 1 ANO,23,ALTA,,FALSE,,,LESTE POTIGUAR,NATAL,FALSE,1,1,0,30,30,30,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
140,bee92f7d793051acada2100e920a7b77b97acb38340de457a013a624a6555bfa,TRUE,EMPRESARIO INDIVIDUAL,AC,OUTROS,BENS DE CONSUMO,SERVIÃO,7.638356164,5 a 10,FALSE,FALSE,FALSE,FALSE,FALSE,2011-03-11,FALSE,TRUE,FALSE,NAO,MANUTENCAO REPARACAO E INSTALACAO DE MAQUINAS E EQUIPAMENTOS,INDUSTRIAS DE TRANSFORMACAO,FALSE,FALSE,FALSE,,,,,FALSE,,0,0,,,,FALSE,AC,AZUL,ACIMA DE 1 ANO,25,ALTA,,FALSE,,1190.14,VALE DO ACRE,RIO BRANCO,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
